Car_Price,Car_name,Mileage,Car_year,Location,Creation_date,FuelType,Contect_method,Page
"EGP 850,000",Opel Corsa 2022,No Mileage,2022,"Sheikh Zayed, Giza•",2 hours ago,2022,Call,5
"EGP 260,000",شيفروليه افيو 2006,No Mileage,2006,"Abasiya, Cairo•",2 hours ago,2006,Call,5
"EGP 390,000",بى واى دى اف 3 2019,No Mileage,2019,"Ain Shams, Cairo•",2 hours ago,2019,Call,5
"EGP 780,000",بي ام دبليو 523 2008 BMW,No Mileage,2008,"Glim, Alexandria•",2 hours ago,2008,Call,5
"EGP 420,000",Hyundai Verna 2014 - هيونداي فيرنا فابريكا,No Mileage,2014,"Ain Shams, Cairo•",2 hours ago,2014,Call,5
"EGP 95,000",فيات 128 2001,No Mileage,2001,"GCR Golf City, Obour City•",2 hours ago,2001,Call,5
"EGP 335,000",نيسان صني 2002,No Mileage,2002,"Northern Expansions, 6th of October•",2 hours ago,2002,Call,5
"EGP 380,000",Nissan Sunny 2015,No Mileage,2015,"1st Settlement, New Cairo•",2 hours ago,2015,Call,5
"EGP 120,000",سوزوكي ماروتى 2011,No Mileage,2011,"Imbaba, Giza•",2 hours ago,2011,Call,5
"EGP 700,000",Jeep Cherokee 2008,No Mileage,2008,"Gesr Al Suez, Cairo•",2 hours ago,2008,Call,5
"EGP 750,000",سيتروين سى اليزيه اعلى فئه 2021,No Mileage,2021,"Madinaty, Cairo•",2 hours ago,2021,Call,5
"EGP 1,900,000",Mercedes-Benz C180 2019,No Mileage,2019,"Zahraa Al Maadi, Cairo•",2 hours ago,2019,Call,5
"EGP 1,650,000",Seat Tarraco 2021,No Mileage,2021,"New Cairo, Cairo•",2 hours ago,2021,Call,5
"EGP 1,650,000",Peugeot 5008 GT 2022,No Mileage,2022,"5th Settlement, New Cairo•",2 hours ago,2022,Call,5
"EGP 1,000,000",Toyota Corolla 2019,No Mileage,2019,"Zahraa Al Maadi, Cairo•",2 hours ago,2019,Call,5
"EGP 230,000",سوزوكي التو 2007,No Mileage,2007,"Nabaruh, Dakahlia•",2 hours ago,2007,Call,5
"EGP 357,000",هيونداي أى 10 2010,No Mileage,2010,"Nasr City, Cairo•",3 days ago,2010,Call,6
"EGP 2,850,000",MINI Cooper s 2025,No Mileage,2025,"5th Settlement, New Cairo•",1 week ago,2025,Call,6
"EGP 1,260,000",Jetour X95 2022,No Mileage,2022,"New Cairo, Cairo•",21 hours ago,2022,Call,6
"EGP 2,250,000",مرسيدس بنز سي إل إيه 200 2021,No Mileage,2021,"Arkan Plaza, Sheikh Zayed•",2 days ago,2021,Call,6
"EGP 1,650,000",Alfa Romeo Giulietta 2021,No Mileage,2021,"5th Settlement, New Cairo•",4 days ago,2021,Call,6
"EGP 900,000",Opel Crossland 2021,No Mileage,2021,"Smoha, Alexandria•",2 hours ago,2021,Call,6
"EGP 225,000",Daewoo Nubira 2004,No Mileage,2004,"Heliopolis, Cairo•",2 hours ago,2004,Call,6
"EGP 850,000",ام جى أر إكس 5 2019,No Mileage,2019,"Mohandessin, Giza•",2 hours ago,2019,Chat,6
"EGP 3,550,000",Audi Q8 s line 2020,No Mileage,2020,"Heliopolis, Cairo•",2 hours ago,2020,Call,6
"EGP 3,850,000",Mercedes-Benz E200 2021,No Mileage,2021,"Madinaty, Cairo•",2 hours ago,2021,Call,6
"EGP 475,000",Chevrolet Cruze 2010,No Mileage,2010,"Cleopatra, Alexandria•",2 hours ago,2010,Call,6
"EGP 1,280,000",تويوتا كورولا 2022 لم تستخدم فقط 1600 كيلو,No Mileage,2022,"1st Settlement, New Cairo•",2 hours ago,2022,Call,6
"EGP 700,000",بيجو 508 2016,No Mileage,2016,"8th District, 6th of October•",2 hours ago,2016,Call,6
"EGP 1,450,000",Jeep Wrangler 2014,No Mileage,2014,"5th Settlement, New Cairo•",2 hours ago,2014,Call,6
"EGP 580,000",Nissan Sunny 2023,No Mileage,2023,"Zahraa Al Maadi, Cairo•",2 hours ago,2023,Call,6
"EGP 717,000",شيفروليه اوبترا 2025,No Mileage,2025,"5th Settlement, New Cairo•",2 hours ago,2025,Chat,6
"EGP 2,100,000",BMW /520 /2019 /2000 CC,No Mileage,2019,"1st Settlement, New Cairo•",2 hours ago,2019,Call,6
"EGP 850,000",أوبل انسيجنيا 2016  الفئه التانيه Opel Insignia,No Mileage,2016,"New Cairo, Cairo•",2 hours ago,2016,Call,6
"EGP 580,000",Mazda 3 2015,No Mileage,2015,"Gardenia Compound, Nasr City•",2 hours ago,2015,Call,6
"EGP 1,060,000",تويوتا كورولا   2022 زيروووووو,No Mileage,2022,"Madinaty, Cairo•",2 hours ago,2022,Call,6
"EGP 1,250,000",Mercedes Benz CLA200 2014 AMG,No Mileage,2014,"6th of October, Giza•",2 hours ago,2014,Call,6
"EGP 4,000,000",بورشه كايين 2020 - Porsche Cayenne 2020,No Mileage,2020,"New Cairo, Cairo•",2 hours ago,2020,Call,6
"EGP 430,000",صني ٢٠١٧,No Mileage,2017,"Nasr City, Cairo•",2 hours ago,2017,Call,6
"EGP 220,000",Opel Astra 2004,No Mileage,2004,"1st District, 6th of October•",2 hours ago,2004,Call,6
"EGP 185,000",Daewoo Lanos 2002,No Mileage,2002,"Sakan Masr, Shorouk City•",2 hours ago,2002,Call,6
"EGP 390,000",Renault Logan 2016,No Mileage,2016,"Hadayek October, Giza•",2 hours ago,2016,Call,6
"EGP 1,250,000",Mercedes-Benz E230 2009,No Mileage,2009,"Zamalek, Cairo•",2 hours ago,2009,Call,6
"EGP 500,000",بى واى دى اف 3 2021 byd f3,No Mileage,2021,"Marg, Cairo•",2 hours ago,2021,Chat,6
"EGP 1,800,000",تويوتا فورتشنر 2017 -  Toyota Fortuner 2017,No Mileage,2017,"New Cairo, Cairo•",2 hours ago,2017,Call,6
"EGP 370,000",Renault Logan 2015 for sale,No Mileage,2015,"Zamalek, Cairo•",2 hours ago,2015,Call,6
"EGP 250,000",Opel Corsa 2005,No Mileage,2005,"GCR Golf City, Obour City•",2 hours ago,2005,Call,6
"EGP 1,200,000",A8 Skoda Octavia 2021 سكودا اوكتافيا فبريكة بالكامل اول يد,No Mileage,2021,"New Cairo, Cairo•",2 hours ago,2021,Call,6
"EGP 3,000,000",Mercedes E180 Exclusive “ Mini S” fully loaded,No Mileage,2019,"New Cairo, Cairo•",2 hours ago,2019,Call,6
"EGP 330,000",Renault Laguna 2011,No Mileage,2011,"Mokattam, Cairo•",2 hours ago,2011,Call,6
"EGP 380,000",هيونداي ماتريكس 2002 SR,No Mileage,2002,"Mansura, Dakahlia•",2 hours ago,2002,Call,6
"EGP 3,500,000",Mercedes-Benz E200 2022,No Mileage,2022,"5th Settlement, New Cairo•",2 hours ago,2022,Call,6
"EGP 1,100,000",Volkswagen Golf 7 2015,No Mileage,2015,"Nasr City, Cairo•",3 hours ago,2015,Call,6
"EGP 375,000",Mercedes-Benz 190 2001  مرسيدس A190,No Mileage,2001,"Sheikh Zayed, Giza•",3 hours ago,2001,Call,6
"EGP 1,120,000",تويوتا كورولا 2022,No Mileage,2022,"Northern Expansions, 6th of October•",3 hours ago,2022,Call,6
"EGP 1,700,000",سكودا كودياك 2020,No Mileage,2020,"6th of October, Giza•",3 hours ago,2020,Call,6
"EGP 1,450,000",Mercedes-Benz GLK 250 2015,No Mileage,2015,"New Cairo, Cairo•",3 hours ago,2015,Call,6
"EGP 950,000",ستروين C3 ايركروس 2025 citroen c3 aircross  feelماشية25الف بالرحاب.,No Mileage,2025,"New Cairo, Cairo•",3 hours ago,2025,Call,6
"EGP 610,000",نيسان سنترا 2019,No Mileage,2019,"Heliopolis, Cairo•",3 hours ago,2019,Chat,6
"EGP 495,000",أوبل أسترا 2013,No Mileage,2013,"Heliopolis, Cairo•",3 hours ago,2013,Call,6
"EGP 1,050,000",Hyundai Elantra 2022,No Mileage,2022,"Banha, Qalyubia•",3 hours ago,2022,Call,6
"EGP 3,500,000",مرسيدس بنز اي ٢٠٠ 2022 E200 e200 مرسيدس اي ٢٠٠,No Mileage,2022,"New Cairo, Cairo•",6 days ago,2022,Call,7
"EGP 2,400,000",BMW IX3 2024,No Mileage,2024,"5th Settlement, New Cairo•",1 week ago,2024,Call,7
"EGP 1,260,000",Jetour X95 2022,No Mileage,2022,"New Cairo, Cairo•",21 hours ago,2022,Call,7
"EGP 3,200,000","Kia Carnival 2025 – Gravity, Top Trim, 7 Seats, Imported from Korea",No Mileage,2025,"New Cairo, Cairo•",4 days ago,2025,Call,7
"EGP 407,000",نيسان صني 2010,No Mileage,2010,"Nasr City, Cairo•",3 days ago,2010,Call,7
"EGP 2,800,000",Mercedes-Benz C180 2023,No Mileage,2023,"Uptown Cairo, Mokattam•",3 hours ago,2023,Call,7
"EGP 1,800,000",Mitsubishi Pajero 2016 ميتسوبيشي باجيرو,No Mileage,2016,"Sheikh Zayed, Giza•",3 hours ago,2016,Call,7
"EGP 385,000",هيونداي فيرنا 2017,No Mileage,2017,"6th of October, Giza•",3 hours ago,2017,Chat,7
"EGP 160,000",سبيرانزا إيه 113 2009,No Mileage,2009,"Sheikh Zayed, Giza•",3 hours ago,2009,Call,7
"EGP 2,750,000",Mercedes-Benz E300 2016,No Mileage,2016,"Nasr City, Cairo•",3 hours ago,2016,Call,7
"EGP 1,200,000",Skoda Octavia 2020 A7 شكودا أوكتافيا 2020 أعلى فئة,No Mileage,2020,"Mansura, Dakahlia•",3 hours ago,2020,Call,7
"EGP 380,000",تويوتا ياريس 2006,No Mileage,2006,"Mahalla al-Kobra, Gharbia•",3 hours ago,2006,Call,7
"EGP 1,100,000",لهواة الحالات النادرة. مرسيدس C200 2007. فبريكة بالكامل. ١٤٨٠٠٠ك,No Mileage,2007,"New Cairo, Cairo•",3 hours ago,2007,Call,7
"EGP 1,625,000",بيجو 3008 2024 Pegouet 3008  Allure Pack,No Mileage,2024,"New Cairo, Cairo•",3 hours ago,2024,Call,7
"EGP 380,000",Hyundai Verna 2008,No Mileage,2008,"Sheikh Zayed, Giza•",3 hours ago,2008,Call,7
"EGP 1,120,000",Renault Duster 2025 رينو داستر 2025 أعلى فئة فابريكا بالكامل 13 ألف كم,No Mileage,2025,"Al Hanouvel, Agami•",3 hours ago,2025,Call,7
"EGP 650,000",Renault Megane 2020,No Mileage,2020,"Eclat, Sharq District•",3 hours ago,2020,Call,7
"EGP 260,000",Daewoo Nubira 2000,No Mileage,2000,"Damanhour, Beheira•",3 hours ago,2000,Call,7
"EGP 380,000",شيفروليه كروز 2010 شفورليه كروز ٢٠١٠,No Mileage,2010,"Mit Ghamr, Dakahlia•",3 hours ago,2010,Call,7
"EGP 440,000",Peugeot 301 2014,No Mileage,2014,"New Cairo, Cairo•",3 hours ago,2014,Call,7
"EGP 365,000",شيفروليه أفيو 2009 مانوال هاتشباك كوري مش مصري,No Mileage,2009,"El Mearag City, Zahraa Al Maadi•",3 hours ago,2009,Call,7
"EGP 695,000",Chery Tiggo 3 2021 - شيري تيجو 3 - 2021 كسر زيرو,No Mileage,2021,"Nasr City, Cairo•",3 hours ago,2021,Call,7
"EGP 275,000",لادا جرانتا 2016,No Mileage,2016,"Al Hadrah, Alexandria•",3 hours ago,2016,Call,7
"EGP 1,200,000",أوبل انسيجنيا 2020,No Mileage,2020,"Fayoum City, Fayoum•",3 hours ago,2020,Call,7
"EGP 2,150,000",سكودا كودياك 2024 امبشن وكـــيـــل 15000 كم,No Mileage,2024,"Nasr City, Cairo•",3 hours ago,2024,Call,7
"EGP 350,000",عربية ماهيندرا Mahindra  2012 - حالة ممتازة - غاز وبنزين,No Mileage,2012,"Khosous, Qalyubia•",3 hours ago,2012,Call,7
"EGP 1,550,000",Seat Tarraco 2021,No Mileage,2021,"New Cairo, Cairo•",3 hours ago,2021,Call,7
"EGP 4,600,000",مرسيدس بنز اي 200 2024,No Mileage,2024,"ZED West Compound, Sheikh Zayed•",3 hours ago,2024,Call,7
"EGP 540,000",نيسان سنترا 2018,No Mileage,2018,"11th District, 6th of October•",3 hours ago,2018,Call,7
"EGP 1,850,000",سكودا أخرى 2021,No Mileage,2021,"Wesal, Shorouk City•",3 hours ago,2021,Call,7
"EGP 650,000",ميني كوبر إس 2007,No Mileage,2007,"Nasr City, Cairo•",3 hours ago,2007,Call,7
"EGP 550,000",شيفروليه كروز ٢٠١٧ Chevrolet Cruze فبريكة اول يد ١٣٠ الف كيلو,No Mileage,2017,"New Cairo, Cairo•",3 hours ago,2017,Call,7
"EGP 795,000",كيا كي 4 2017,No Mileage,2017,"Faisal, Giza•",3 hours ago,2017,Call,7
"EGP 770,000",Opel Astra 2020,No Mileage,2020,"Marriott Residence, Heliopolis•",3 hours ago,2020,Chat,7
"EGP 720,000",Toyota Corolla 2019,No Mileage,2019,"5th Settlement, New Cairo•",3 hours ago,2019,Call,7
"EGP 420,000",Opel Corsa 2013,No Mileage,2013,"Almazah, Cairo•",3 hours ago,2013,Call,7
"EGP 565,000",Nissan Sunny2018,No Mileage,2018,"Heliopolis, Cairo•",3 hours ago,2018,Call,7
"EGP 800,000",سيات ابيزا ٢٠٢١ seat Ibiza فبريكة بالكامل اول يد صيانة توكيل,No Mileage,2021,"New Cairo, Cairo•",3 hours ago,2021,Call,7
"EGP 2,250,000",سكودا كودياك 2023,No Mileage,2023,"Mansura, Dakahlia•",3 hours ago,2023,Call,7
"EGP 610,000",رينو فلوينس 2017,No Mileage,2017,"Smoha, Alexandria•",3 hours ago,2017,Call,7
"EGP 800,000",Volkswagen Passat 2014,No Mileage,2014,"Mohandessin, Giza•",3 hours ago,2014,Call,7
"EGP 1,400,000",Nissan Qashqai 2025 2025,No Mileage,2025,"New Cairo, Cairo•",3 hours ago,2025,Call,7
"EGP 615,000",Nissan Sunny2022,No Mileage,2022,"Heliopolis, Cairo•",3 hours ago,2022,Call,7
"EGP 265,000",هيونداي فيرنا 2011,No Mileage,2011,"Zawya al-Hamra, Cairo•",3 hours ago,2011,Call,7
"EGP 4,250,000",لاند روفر رنج روفر ايفوك 2024,No Mileage,2024,"1st Settlement, New Cairo•",3 hours ago,2024,Chat,7
"EGP 1,800,000",Volkswagen Passat Comfort line 2022,No Mileage,2022,"Heliopolis, Cairo•",1 week ago,2022,Call,8
"EGP 635,000",هيونداي أكسنت 2021,No Mileage,2021,"Heliopolis, Cairo•",1 day ago,2021,Call,8
"EGP 4,200,000",Jaguar F-type 2021,No Mileage,2021,"5th Settlement, New Cairo•",4 days ago,2021,Call,8
"EGP 450,000",هيونداي أى 10 2014,No Mileage,2014,"Heliopolis, Cairo•",1 day ago,2014,Call,8
"EGP 1,300,000",هيونداي إلينترا 2024 cn7,No Mileage,2024,"New Damietta, Damietta•",2 hours ago,2024,Call,8
"EGP 1,550,000",هيونداي توسان 2021 - Hyundai Tucson,No Mileage,2021,"Roushdy, Alexandria•",3 hours ago,2021,Call,8
"EGP 1,700,000",بي ام دبليو 520 2017,No Mileage,2017,"Beverly Hills Compound, Sheikh Zayed•",3 hours ago,2017,Call,8
"EGP 875,000",هيونداي كريتا 2017,No Mileage,2017,"Miami, Alexandria•",3 hours ago,2017,Call,8
"EGP 1,150,000",ام جى أر إكس 5 2024,No Mileage,2024,"Haram, Giza•",3 hours ago,2024,Call,8
"EGP 850,000",ميني كوبر  هاتش 2014,No Mileage,2014,"Maryotaya, Giza•",3 hours ago,2014,Call,8
"EGP 160,000",سوزوكى ماروتى 2009,No Mileage,2009,"Abasiya, Cairo•",3 hours ago,2009,Call,8
"EGP 350,000",شيفروليه أفيو 2011,No Mileage,2011,"New Cairo, Cairo•",3 hours ago,2011,Chat,8
"EGP 2,650,000",مرسيدس بنز سي 200 2019,No Mileage,2019,"Sheikh Zayed, Giza•",3 hours ago,2019,Call,8
"EGP 2,050,000",Kodiaq Style 2022 7 Seats / مالك أول استيراد عن طريق المبادرة,No Mileage,2022,"Gardenia Compound, Nasr City•",3 hours ago,2022,Call,8
"EGP 1,675,000",كيا سبورتاج 2024 هاى لاين بانوراما كسر الزيرو,No Mileage,2024,"Obour City, Cairo•",3 hours ago,2024,Call,8
"EGP 400,000",Seat Leon 2008,No Mileage,2008,"5th Settlement, New Cairo•",3 hours ago,2008,Call,8
"EGP 2,700,000",مرسيدس بنز سي إل إس 2012,No Mileage,2012,"5th Settlement, New Cairo•",3 hours ago,2012,Call,8
"EGP 3,300,000",Mercedes-Benz C180 2023,No Mileage,2023,"Tanta, Gharbia•",3 hours ago,2023,Call,8
"EGP 4,050,000",Mercedes-Benz E200 2021 wakeel GAS,No Mileage,2021,"1st Settlement, New Cairo•",3 hours ago,2021,Call,8
"EGP 510,000",Renault Logan 2019,No Mileage,2019,"Suez District, Suez•",3 hours ago,2019,Call,8
"EGP 3,250,000",مرسيدس بنز سي 200 2022 وكــــــيل,No Mileage,2022,"New Cairo, Cairo•",3 hours ago,2022,Call,8
"EGP 450,000",سيات ليون 2011,No Mileage,2011,"Maadi, Cairo•",3 hours ago,2011,Call,8
"EGP 565,000",Renault Fluence 2015 all fabric,No Mileage,2015,"Maadi V, Zahraa Al Maadi•",3 hours ago,2015,Call,8
"EGP 2,000,000",Skoda Kodiaq 2000,No Mileage,2000,"New Cairo, Cairo•",3 hours ago,2000,Chat,8
"EGP 460,000",لادا جرانتا 2022,No Mileage,2022,"Nasr City, Cairo•",3 hours ago,2022,Call,8
"EGP 590,000",فورد إيكو سبورت 2019 فابريكا بالكامل,No Mileage,2019,"New Nozha, Cairo•",3 hours ago,2019,Call,8
"EGP 3,200,000",الفا روميو ستلفيو 2024,No Mileage,2024,"6th of October, Giza•",3 hours ago,2024,Chat,8
"EGP 640,000",Chery Arrizo 5 2024,No Mileage,2024,"Giza District, Giza•",4 hours ago,2024,Call,8
"EGP 245,000",دايو نوبيرا ٢٠٠٦ مانيوال,No Mileage,2006,"Al Hadrah, Alexandria•",4 hours ago,2006,Call,8
"EGP 1,000,000",MG RX5 2023,No Mileage,2023,"Cleopatra, Alexandria•",4 hours ago,2023,Call,8
"EGP 1,250,000",BMW X1 2018,No Mileage,2018,"5th Settlement, New Cairo•",4 hours ago,2018,Call,8
"EGP 200,000",عربية دايو لانوس 2 للبيع,No Mileage,2008,"10th of Ramadan, Sharqia•",4 hours ago,2008,Call,8
"EGP 570,000",رينو سانديرو ستيب واى 2017,No Mileage,2017,"Sheraton, Cairo•",4 hours ago,2017,Call,8
"EGP 880,000",تويوتا كورولا 2021,No Mileage,2021,"Gardenia Compound, Nasr City•",4 hours ago,2021,Call,8
"EGP 488,000",جيب ليبرتي فابريكا 2005,No Mileage,2005,"New Cairo, Cairo•",4 hours ago,2005,Call,8
"EGP 295,000",دايو جولييت 2005 ممتازة جميع الكماليات رخصة سنة,No Mileage,2005,"Heliopolis, Cairo•",4 hours ago,2005,Call,8
"EGP 640,000",Fiat Tipo 2021,No Mileage,2021,"5th Settlement, New Cairo•",4 hours ago,2021,Call,8
"EGP 755,000",سوزوكي سويفت 2024 تو تون  وكيل  ٢٠٠٠ك عليهآ  طبقه حمايه بدون ملحوظه,No Mileage,2024,"Mahalla al-Kobra, Gharbia•",4 hours ago,2024,Call,8
"EGP 250,000",رينو لوجان 2012,No Mileage,2012,"Mandara, Alexandria•",4 hours ago,2012,Call,8
"EGP 685,000",Renault Taliant 2024,No Mileage,2024,"Smoha, Alexandria•",4 hours ago,2024,Call,8
"EGP 650,000",مرسيدس بنز c180 2002 فابريكا بالكامل,No Mileage,2002,"Kafr Abdo, Alexandria•",4 hours ago,2002,Call,8
"EGP 695,000",Volkswagen Passat 2010,No Mileage,2010,"Sharq District, Port Said•",4 hours ago,2010,Call,8
"EGP 550,000",كيا سول 2010,No Mileage,2010,"Hadayek al-Ahram, Giza•",4 hours ago,2010,Call,8
"EGP 540,000",رينو فلوينس 2014,No Mileage,2014,"Zahraa Madinat Nasr, Nasr City•",4 hours ago,2014,Call,8
"EGP 1,200,000",سكودا أوكتافيا 2021,No Mileage,2021,"5th Settlement, New Cairo•",4 hours ago,2021,Call,8
"EGP 1,350,000",BMW 523 2008,No Mileage,2008,"5th Settlement, New Cairo•",2 hours ago,2008,Call,9
"EGP 1,300,000",هيونداي إلينترا 2024 cn7,No Mileage,2024,"New Damietta, Damietta•",2 hours ago,2024,Call,9
"EGP 490,000",شيرى تيجو 3 2019,No Mileage,2019,"Heliopolis, Cairo•",1 day ago,2019,Call,9
"EGP 4,200,000",Jaguar F-type 2021,No Mileage,2021,"5th Settlement, New Cairo•",4 days ago,2021,Call,9
"EGP 210,000",Daihatsu Mira 2000,No Mileage,2000,"New Cairo, Cairo•",4 days ago,2000,Call,9
"EGP 2,500,000",ميتسوبيشي باجيرو 2018,No Mileage,2018,"Dokki, Giza•",4 hours ago,2018,Call,9
"EGP 4,400,000",كيا كرنفال 2025,No Mileage,2025,"Dokki, Giza•",4 hours ago,2025,Call,9
"EGP 450,000",بى واى دى اف 3 2021,No Mileage,2021,"Musturad, Qalyubia•",4 hours ago,2021,Call,9
"EGP 270,000",Renault Logan 2011,No Mileage,2011,"Glim, Alexandria•",4 hours ago,2011,Call,9
"EGP 3,100,000",بي ام دبليو إكس 1 2025 bmw x1,No Mileage,2025,"Dokki, Giza•",4 hours ago,2025,Call,9
"EGP 3,350,000",بي ام دبليو 320 2026 bmw,No Mileage,2026,"Dokki, Giza•",4 hours ago,2026,Call,9
"EGP 2,200,000",مرسيدس بنز بي 200 2023 B200,No Mileage,2023,"Dokki, Giza•",4 hours ago,2023,Call,9
"EGP 2,100,000",بي ام دبليو 218 2023 bmw,No Mileage,2023,"Dokki, Giza•",4 hours ago,2023,Call,9
"EGP 2,250,000",بي ام دبليو 218 2023 bmw,No Mileage,2023,"Dokki, Giza•",4 hours ago,2023,Call,9
"EGP 18,000",شيفروليه أخرى 2010,No Mileage,2010,"Banha, Qalyubia•",4 hours ago,2010,Call,9
"EGP 3,650,000",Volkswagen Touareg 2024,No Mileage,2024,"Dreamland Compound, 6th of October•",4 hours ago,2024,Call,9
"EGP 2,800,000",Mercedes-Benz C180 2024 Avantgarde,No Mileage,2024,"5th Settlement, New Cairo•",4 hours ago,2024,Call,9
"EGP 2,700,000",Mercedes-Benz C180 2023 Avantgarde,No Mileage,2023,"5th Settlement, New Cairo•",4 hours ago,2023,Call,9
"EGP 500,000",رينو داستر 2014,No Mileage,2014,"Asyut City, Asyut•",4 hours ago,2014,Call,9
"EGP 660,000",هيونداي إلينترا 2015,No Mileage,2015,"Nasr City, Cairo•",4 hours ago,2015,Call,9
"EGP 830,000",نيسان كاشاكى 2021,No Mileage,2021,"Nasr City, Cairo•",4 hours ago,2021,Call,9
"EGP 350,000",Fiat Panda 2017,No Mileage,2017,"El Maadi, Maadi•",4 hours ago,2017,Chat,9
"EGP 750,000",بي ام دبليو إكس 1 2012 BMW x1,No Mileage,2012,"Nasr City, Cairo•",4 hours ago,2012,Call,9
"EGP 1,225,000",مرسيدس بنز سي 180 2013,No Mileage,2013,"Nasr City, Cairo•",4 hours ago,2013,Call,9
"EGP 570,000",هوندا سيتى 2016,No Mileage,2016,"Madinaty, Cairo•",4 hours ago,2016,Call,9
"EGP 265,000",شيفروليه لانوس 2010,No Mileage,2010,"10th of Ramadan, Sharqia•",4 hours ago,2010,Call,9
"EGP 1,700,000",فولكسفاغن باسات 2022 volkswagen passat,No Mileage,2022,"Dokki, Giza•",4 hours ago,2022,Call,9
"EGP 375,000",هيونداي أكسنت 2010,No Mileage,2010,"Minya City, Minya•",4 hours ago,2010,Call,9
